date,stock_symbols,body,score
Tue Dec 15 23:43:30 UTC 2009,GOOG,"<neutral>Cramer joining the $GOOG bandwagon - http://tinyurl.com/yb29cye, price target 750 FWIW $$</neutral>",0
Wed Dec 16 12:03:15 UTC 2009,"AAPL,GOOG,MSFT,TWENTYTEN","<neutral>RT @HedgeyeTech #TECH $AAPL, $MSFT, $GOOG My Top Tech Trends for 2010. http://bit.ly/4IcZAH (via @HedgeyeTech) $twentyten</neutral>",0
Wed Dec 16 14:18:07 UTC 2009,GOOG,<neutral>$GOOG is on the move. A close above 598 sets it on the path to 640.</neutral>,0
Wed Dec 16 14:37:34 UTC 2009,GOOG,<negative>$$ Just wondering how many people bought $GOOG pop this morning on Jim (Contrarian Indictator) Cramer&#39;s ridiculous call last night.</negative>,-3
Wed Dec 16 16:44:15 UTC 2009,"AAPL,AMZN,GOOG,RIMM","<neutral>it seems that $RIMM will beat earnings today, watch for tech pop tomorrow! $GOOG $AAPL $AMZN et al!</neutral>",0
Thu Dec 17 16:20:14 UTC 2009,GOOG,<neutral>i will be buying a $goog chrome netbook next year  http://stk.ly/7c04CU </neutral>,0
Thu Dec 17 17:37:38 UTC 2009,"GOOG,TWENTYTEN",<neutral>$TwentyTen $GOOG will offer chip to embed in your brain connecting u to Chrome PC and Nexus phone. Upload pics direct to Picasa. $$</neutral>,0
Thu Dec 17 19:20:15 UTC 2009,"AAPL,GOOG","<positive>also for tommorow expect  high volume options traded stocks like $aapl,$goog graviate around the strikes due to the  delta hedging </positive>",2
Fri Dec 18 02:57:44 UTC 2009,GOOG,<negative>$GOOG for YELP  http://stk.ly/7FpfJo</negative>,-3
Fri Dec 18 03:19:15 UTC 2009,GOOG,<neutral>Sergey and Larry got the munchies and decided to buy Yelp. $GOOG</neutral>,0
Fri Dec 18 03:19:51 UTC 2009,GOOG,<negative>This $GOOG yelp deal is reminiscent of the 2000 internet era. Except now both companies make money. 25million uniques for their ad network.</negative>,-2
Fri Dec 18 04:20:54 UTC 2009,"GOOG,YELP",<negative>$yelp is now on stocktwits and @scobleizer explains what&#39;s at stake for $goog in yelp acquisition http://stk.ly/4zXheE</negative>,-3
Fri Dec 18 04:22:06 UTC 2009,GOOG,<negative>$goog buying Yelp for $500 million </negative>,-2
Fri Dec 18 04:27:08 UTC 2009,GOOG,"<neutral>I agree with @ed that if $goog gets more powerful, companies might not be able to say no to acquisition offers.</neutral>",0
Fri Dec 18 05:12:38 UTC 2009,"GOOG,YELP","<positive>$GOOG+$YELP=moving closer to minority report like marketing, location and context specific advertising</positive>",2
Fri Dec 18 15:14:30 UTC 2009,GOOG,<negative>$GOOG - Make sure that you incorporate the YELP functionality in this console in the Audi A8  http://stk.ly/6kFG1b</negative>,-3
Fri Dec 18 19:35:10 UTC 2009,"AAPL,GOOG,XOM",<neutral>Technician&#39;s Edge: Quick Look at Levels to Watch in $XOM $GOOG and $AAPL | http://bit.ly/8cZigp #mkt $$</neutral>,0
Sat Dec 19 14:45:49 UTC 2009,"AAPL,AMZN,DGP,EGOV,ETFC,GLD,GOOG,SWKS","<neutral>I own $aapl, $amzn $goog $gld $dgp $egov $swks $etfc but these are the other stocks I am watching if rally continues  http://stk.ly/8MNyTc </neutral>",0
Sat Dec 19 14:50:49 UTC 2009,GOOG,<positive>$goog with a pretty cool real-time search move is now pulling real time search with MY NAME  http://stk.ly/65NVmY</positive>,3
Sat Dec 19 18:15:55 UTC 2009,GOOG,<negative>Yelp targeted by $goog.  Great site but only popular in larger urban areas.   http://stk.ly/6eahNT </negative>,-3
Sat Dec 19 18:44:34 UTC 2009,GOOG,"<neutral>$GOOG acquiring another cloud computing application company, this is just the beginning  http://is.gd/5tZsb</neutral>",0
Sat Dec 19 20:39:06 UTC 2009,"GOOG,MSFT",<neutral>$goog with yet another acquisition...this one aimed directly at $msft  http://stk.ly/7FtKQe </neutral>,0
Sat Dec 19 22:34:55 UTC 2009,"FBOOK,GOOG,YHOO",<neutral>should $goog $yhoo and $fbook PAY US for our data  http://stk.ly/5f9CBC  ht @mathewi </neutral>,0
Sun Dec 20 00:09:02 UTC 2009,GOOG,<neutral>$GOOG helps new Apps users with powerful new launch sites to ease integration across large organizations -  http://stk.ly/4DFW8o</neutral>,0
Sun Dec 20 04:21:03 UTC 2009,"AAPL,GOOG,PALM,RIMM",<neutral>CrackBerry Kevins Hierarchy of Smartphone Needs http://stk.ly/7sc3Y8 $RIMM $GOOG $AAPL $PALM $$</neutral>,0
Sun Dec 20 05:01:09 UTC 2009,"AAPL,GOOG,RIMM",<neutral>RT @crackberrykevin Android Review is up!  http://bit.ly/7BIKBp $GOOG $RIMM $AAPL</neutral>,0
Sun Dec 20 21:29:19 UTC 2009,"CRAY,DELL,GOOG,MSFT,TWENTYTEN","<neutral>In $TWENTYTEN $Goog buys $Cray for help in quantum computing.  Also manned recovery mission to Jupiter to rescue Discovery. $DELL, $MSFT</neutral>",0
Mon Dec 21 14:11:56 UTC 2009,"GOOG,YELP",<neutral>$Yelp turns down $GOOG offer.</neutral>,0
Mon Dec 21 20:04:06 UTC 2009,"GOOG,MSFT","<neutral>@sellputs IE does the same to my computer.  Between 10 tabs and Worden, it crashes 3 times a day, so I am trying out Chrome now. $GOOG $MSFT</neutral>",0
Tue Dec 22 00:28:27 UTC 2009,"GOOG,MOT","<positive>if $MOT isn&#39;t mad as hell at $GOOG for releasing its own phone a few weeks after Droid launch, they have no heartbeat, $MOT = screwed</positive>",1
Tue Dec 22 01:26:02 UTC 2009,GOOG,<neutral>Twitter Captures A Nexus One Unboxing And Another Video $GOOG  http://bit.ly/8gvdmQ</neutral>,0
Tue Dec 22 04:15:57 UTC 2009,GOOG,<positive>Google $goog writing about &#39;open&#39; is like me writing about daytrading...just words  http://stk.ly/5M4juE </positive>,1
Tue Dec 22 14:30:34 UTC 2009,GOOG,<neutral>RT @howardlindzon New post- &#39;open enough&#39; is the new open http://bit.ly/5WfPFW. $goog  True that!</neutral>,0
Tue Dec 22 15:39:51 UTC 2009,"BBBB,GOOG,NYT",<negative>@jowyang @mark_koenig Slideshare is a good option for $GOOG but my speculative choice is $BBBB.  The $NYT CNBC choice seems ludicrous.</negative>,-1
Tue Dec 22 16:36:18 UTC 2009,GOOG,<neutral>RT @SellPuts I posted this $GOOG chart 5/8/09 only LT trade. I am now closing. http://chart.ly/6f4mks CURRENT chart: http://chart.ly/c236an</neutral>,0
Tue Dec 22 16:50:32 UTC 2009,GOOG,<neutral>RT @StockTwits Do you use $GOOG chrome? Check out our killer Chrome Extension: http://stk.ly/5pmUov</neutral>,0
Tue Dec 22 17:49:32 UTC 2009,"BIDU,GOOG","<negative>political risk associated with internet regulations in China hammering $BIDU, no need to be there, go for $GOOG instead now</negative>",-2
Wed Dec 23 04:00:58 UTC 2009,"DE,GOOG,X","<very negative>not really that shocking, but $x $de $goog 50D highs--all on lower volume.  </very negative>",-6
Wed Dec 23 14:28:14 UTC 2009,"AAPL,GOOG,MOT,VZ",<neutral>RT @HedgeyeTech $GOOG Phone throws wrench into $MOT and $AAPL and $VZ.  http://bit.ly/7xQ9WO</neutral>,0
Wed Dec 23 14:44:03 UTC 2009,"AAPL,GOOG,RIMM",<negative>8 hour blackberry outages are worse for $rimm than anything $goog or $aapl will come out with</negative>,-3
Wed Dec 23 14:46:32 UTC 2009,"AAPL,GOOG,RIMM",<negative>RT @ToddSullivan 8 hour blackberry outages are worse for $rimm than anything $goog or $aapl will come out with &gt;&gt; too true</negative>,-3
Wed Dec 23 16:26:25 UTC 2009,"BIDU,GOOG",<very positive>$goog is just staright running now  wooo (long $goog) and should have bought the $bidu up $15 since my tweet.  </very positive>,4
Wed Dec 23 16:27:20 UTC 2009,GOOG,<positive>selling my $goog this week though...been a nice ride.  going into new year with just a few stocks and gold.</positive>,2
Wed Dec 23 17:11:00 UTC 2009,"ATT,GOOG,MSFT,VZ","<negative>$GOOG I see the trend coming, a new OS platform for free coming soon against $MSFT, also Android having its own network! poor $VZ $ATT et al</negative>",-2
Wed Dec 23 17:42:54 UTC 2009,GOOG,<negative>$GOOG on a rampage. Next serious resistance around 540</negative>,-2
Wed Dec 23 18:45:38 UTC 2009,"AAPL,ES_F,GOOG,GS","<negative>crazy - $GS making lows, $ES_F making highs along with $GOOG and $AAPL. Who to believe?</negative>",-3
Wed Dec 23 18:57:35 UTC 2009,"GOOG,MOT","<negative>$MOT looks like hell, think we could see a total colapse in that name when $GOOG releases Nexus One phone</negative>",-2
Wed Dec 23 19:46:29 UTC 2009,GOOG,"<positive>Finally got to see stop trading about $GOOG, glad to see our call to own $GOOG this Saturday on Lunch @ the Market working here.</positive>",2
Wed Dec 23 20:14:53 UTC 2009,"AAPL,GOOG,ZN_F",<positive>$$ $AAPL $GOOG XMAS pumps well in hand - Nail em hard with the Squeeze on $ZN_F</positive>,1
Wed Dec 23 21:25:36 UTC 2009,GOOG,"<negative>$GOOG in Jan 630/620 put CS @8.2 from before. In 640/650 call CS @1 today. A close between 630-640, it&#39;s a 9 bagger. No harm in dreaming ;-)</negative>",-3
Thu Dec 24 00:14:09 UTC 2009,"AAPL,GOOG",<positive>$AAPL tablet announcement in Jan &quot;would be an awesome way to step on the $GOOG Phone announcement&quot; http://stk.ly/7hDTdh / Jobs is the man!</positive>,2
Thu Dec 24 13:09:16 UTC 2009,"AAPL,GOOG,T,VZ",<very negative>An iPone &amp; Nexus One on T-Mobile would scare the crap out of $T &amp; $VZ. Maybe they would build better networks. $AAPL $GOOG  $$</very negative>,-6
Thu Dec 24 13:13:06 UTC 2009,"GOOG,MOT",<neutral>Google Nexus One Hands On http://stk.ly/7ibBZf $GOOG $MOT</neutral>,0
Thu Dec 24 17:41:05 UTC 2009,"AAPL,AMZN,GOOG",<neutral>when you hear people wanting to buy @ the ultra highs ($GOOG $AMZN $AAPL) you MUST be a contrarian!</neutral>,0
Fri Dec 25 16:00:10 UTC 2009,"AAPL,GOOG",<neutral>$AAPL @210 would look a bargain when it&#39;s @250 just as $GOOG @590 last week is a bargain now. The momemtum is just building.</neutral>,0
Fri Dec 25 17:48:46 UTC 2009,"AAPL,GOOG,T,TWENTYTEN,VZ",<neutral>$twentyten $AAPL &amp; $GOOG rips $T &amp; $VZ a new one by launching iPhone &amp; Nexus One on T-Mobile.</neutral>,0
Sun Dec 27 03:50:45 UTC 2009,GOOG,<positive>$goog plasters a Google Chrome ad on their homepage...GENIUS  http://stk.ly/8Ry2Ci (long $goog) </positive>,3
Sun Dec 27 16:51:26 UTC 2009,"BIDU,GOOG",<neutral>Will be looking at both $GOOG and $BIDU on Monday AM</neutral>,0
Mon Dec 28 12:44:11 UTC 2009,"FBOOK,GOOG,TWENTYTEN,TWIT",<neutral>$TWENTYTEN 5 Big Real-Time Web Trends of 2009 http://stk.ly/5EzLBQ $TWIT $FBOOK $GOOG  HT: @technology168</neutral>,0
Mon Dec 28 14:37:04 UTC 2009,GOOG,<positive>thanks to @msitarzewski for $goog chrome tip  &#39;COMMAND L &#39; dont need bookmarks for now. </positive>,2
Mon Dec 28 14:38:59 UTC 2009,"AAPL,AMZN,GOOG","<positive>just sold half my $goog as it&#39;s getting silly short-term and $624 seemed awesome last week at $600 , holding $aapl and $amzn full still</positive>",1
Mon Dec 28 14:40:13 UTC 2009,GOOG,"<negative>if you don&#39;t enjoy looking at internet ads, use $GOOG Chrome and download the ad thwart plugin, really awesome @howardlindzon</negative>",-1
Mon Dec 28 17:29:05 UTC 2009,GOOG,<neutral>I will never use Internet Explorer again.  Google Chrome doesn&#39;t EVER crater on me even with 12 tabs open.  $GOOG</neutral>,0
Mon Dec 28 17:44:32 UTC 2009,GOOG,<very negative>holy crap... $goog chrome is using 26 megs of memory ... the lowest i ever saw firefox was 50-55 ... </very negative>,-5
Mon Dec 28 19:08:36 UTC 2009,"GOOG,MOT",<neutral>Looks like Nexus One is already eating Droid&#39;s lunch $MOT $GOOG</neutral>,0
Mon Dec 28 20:21:17 UTC 2009,"BIDU,COP,GOOG,JNPR,SNDA",<positive>This AM we traded at the Open $JNPR $COP $SNDA and $BIDU.  Passed on our early thoughts on $GOOG.  It has been a Good Day!!</positive>,2
Tue Dec 29 23:33:55 UTC 2009,GOOG,"<neutral>$goog RT @timcourtney  RT @zpower look, google just needs to grow a pair and buy a carrier.</neutral>",0
Wed Dec 30 01:54:47 UTC 2009,GOOG,"<positive>$goog RT @harper Awesome. Google Nexus release docs leaked http://bit.ly/5kXVMF not cheap $530 unsubsidized, $180 from tmobs. a bit steep ;)</positive>",1
Wed Dec 30 02:43:28 UTC 2009,GOOG,"<neutral>Trying out $GOOG Chrome. Crashes everytime I bookmark a page, but restarts &amp; restores itself really fast. $$</neutral>",0
Wed Dec 30 14:11:44 UTC 2009,"GOOG,TWENTYTEN",<neutral>By the end of $twentyten $GOOG Android will be a huge.</neutral>,0
Wed Dec 30 14:21:56 UTC 2009,"AAPL,GOOG",<neutral>RT @joestanley Which tech brand was most influential in the aughts? $goog or $aapl ? #tech</neutral>,0
Thu Dec 31 07:40:05 UTC 2009,GOOG,<neutral>RT @theEquilibrium http://chart.ly/47dxb4 $GOOG - weekly- doji above brkout- if it hlds 602 heading 4 new alltime high- but could use a rest</neutral>,0
Thu Dec 31 13:24:17 UTC 2009,"AAPL,GOOG",<neutral>RT @techbottle 2010: Five ways Google is taking a bite out of Apple... http://bit.ly/8pB6yu $GOOG $AAPL</neutral>,0
Thu Dec 31 15:49:42 UTC 2009,"AAPL,AIG,AMZN,AXP,DE,GOOG,HP,SKF,SPY","<very positive>In TOS &quot;PaperMoney&quot; I shorted $10K each $AAPL, $AMZN, $AXP, $DE, $GOOG, $HP, $SPY and long $SKF. Couldn&#39;t short $AIG. Will report 12/30/10.</very positive>",10
Thu Dec 31 19:40:52 UTC 2009,GOOG,<neutral>RT @TheMotleyFool That shiny new Droid phone you just got? Obsolete. Google&#39;s ($GOOG) Nexus One is imminent: http://bit.ly/6b6PYr</neutral>,0
Fri Jan 01 17:41:10 UTC 2010,GOOG,<neutral>RT @boxerconan RT @jasonhiner: Have u seen $goog&#39;s little New yr&#39;s trick? Go 2 $goog.com &amp; click &quot;I&#39;m Feeling Lucky&quot; </neutral>,0
Fri Jan 01 22:15:07 UTC 2010,"AAPL,GOOG",<neutral>Google Nexus One vs Apple iSlate: Which Excites You More? [POLL]  http://stk.ly/8AH5Tj  $AAPL $GOOG</neutral>,0
Sat Jan 02 21:05:31 UTC 2010,GOOG,<negative>But no Java support yet.  Apple will likely drag their feet as $GOOG becoming more of a rival </negative>,-2
Mon Jan 04 15:06:26 UTC 2010,"GOOG,MOT","<neutral>RT @firstadopter $GOOG can make better, faster, sexier Android phone / Nexus One, is there reason for $MOT Droid exist? http://bit.ly/91fUhh</neutral>",0
Mon Jan 04 16:25:31 UTC 2010,"AAPL,GOOG",<negative>RT @Be_Risen Google Prepares 4 Major Mobile Disruption http://cnbc.com/id/34688028 $AAPL $GOOG $$ / Here is to GOOG shaking it up!</negative>,-3
Mon Jan 04 18:23:51 UTC 2010,GOOG,<negative>that Google Nexus One is one ugly brick $GOOG</negative>,-3
Tue Jan 05 13:36:24 UTC 2010,GOOG,<neutral>RT @oktobernv $GOOG to announce its Nexus One today. http://www.businessweek.com/the_thread/techbeat/archives/2010/01/shoppers_intere.html</neutral>,0
Tue Jan 05 14:23:26 UTC 2010,"AAPL,GOOG,MSFT","<neutral>$GOOG unveiling Nexus One, $AAPL unveiling iTablet &amp; $MSFT&#39;s Ballmer opening Consumer Electronics Show (CES) by unveiling his ass</neutral>",0
Tue Jan 05 14:48:19 UTC 2010,GOOG,<neutral>Fox Biz  Talks $GOOG vs $APPL in phones -- to me it&#39;s not the device but the itunes store that really is the power</neutral>,0
Tue Jan 05 14:57:58 UTC 2010,"GOOG,OVTI",<neutral>$OVTI call action intriguing ahead of $GOOG Nexus announcement</neutral>,0
Tue Jan 05 15:06:42 UTC 2010,GOOG,<neutral>RT @roberee $GOOG Google cellphone Nexus One review. http://bit.ly/8gIsEf </neutral>,0
Tue Jan 05 15:41:38 UTC 2010,"AAPL,AMZN,GOOG",<positive>all good things come to an eventual end ...  $GOOG $AAPL $AMZN ... etc</positive>,2
Tue Jan 05 16:05:22 UTC 2010,GOOG,"<positive>Does anyone know if the $GOOG announcement will be webcast?  If so, where?  Thanks.</positive>",2
Tue Jan 05 16:23:10 UTC 2010,GOOG,<neutral>Does anyone know where today&#39;s $GOOG announcement will be webcast? $GOOG</neutral>,0
Tue Jan 05 17:44:52 UTC 2010,GOOG,<neutral>Anyone no of a site bloging during $GOOG&#39;s media day?</neutral>,0
Tue Jan 05 17:47:07 UTC 2010,GOOG,<positive>$GOOG back to the positive side...  </positive>,3
Tue Jan 05 17:49:51 UTC 2010,GOOG,<neutral>Danny will be all over the $GOOG Nexus One conference im sure and is live blogging @ 1pm est.  http://stk.ly/5qO2dT</neutral>,0
Tue Jan 05 17:51:39 UTC 2010,GOOG,<neutral>did tech crunch just crash because of the live $GOOG feed?</neutral>,0
Tue Jan 05 17:53:08 UTC 2010,GOOG,<neutral>where else can i watch the $GOOG feed?</neutral>,0
Tue Jan 05 17:59:35 UTC 2010,"AAPL,GOOG",<neutral>RT @jimgoldman Live Blog: The Google Announcement http://bit.ly/7SIDTH  $AAPL $GOOG #WirelessCommunications #Nasdaq #Media #Economy</neutral>,0
Tue Jan 05 18:01:20 UTC 2010,GOOG,<neutral>watching the @engadget live blog from $GOOG android press conference.   http://stk.ly/4C4Yat</neutral>,0
Tue Jan 05 18:07:27 UTC 2010,GOOG,<neutral>RT @Scobleizer Scobleizer  http://www.ustream.tv/channel/google-android-press-gathering LIVE NOW FROM GOOGLE ANDROID CONFERENCE. $GOOG</neutral>,0
Tue Jan 05 18:08:32 UTC 2010,GOOG,<neutral>RT @zerobeta http://www.ustream.tv/channel/google-android-press-gathering LIVE NOW FROM GOOGLE ANDROID CONFERENCE. $GOOG</neutral>,0
Tue Jan 05 18:09:54 UTC 2010,GOOG,"<positive>so amazing watching $GOOG show, USTREAM FTW!</positive>",3
Tue Jan 05 18:20:20 UTC 2010,GOOG,<negative>$GOOG&#39;s crash is coming! just like the End of The Disco Era in 1982 or J.Lo&#39;s crash from On the 6 to Giggli! = lower</negative>,-1
Tue Jan 05 18:21:19 UTC 2010,"GOOG,MSFT",<positive>BREAKING: $GOOG calls the Nexus One a &quot;super phone&quot;. $MSFT reportedly now working on a &quot;super-duper phone&quot;.  Developing...</positive>,3
Tue Jan 05 18:22:50 UTC 2010,GOOG,"<neutral>$GOOG $530 for each phone? why not like PALM&#39;s pre $99 = crash and burn, for lovers only</neutral>",0
Tue Jan 05 18:27:31 UTC 2010,"GOOG,S,VZ","<neutral>why buy a $530 phone, if I can go to $VZ and $S for FREE! $GOOG</neutral>",0
Tue Jan 05 18:30:19 UTC 2010,GOOG,<positive>I liked this $GOOG presenter much better in Harold and Kumar go to White Castle. </positive>,3
Tue Jan 05 18:30:59 UTC 2010,GOOG,<negative>$GOOG  Lexus 1 phone propaganda is just like &quot;the ballon boy&quot; fiasco!</negative>,-3
Tue Jan 05 18:38:03 UTC 2010,"AAPL,GOOG","<neutral>$$ companies still trying to &quot;trick&quot;smart shoppers, this is not the same 2007Spend-away economy! $GOOG $AAPL and tech will hybernate 4awhile</neutral>",0
Tue Jan 05 18:42:38 UTC 2010,"AAPL,GOOG",<negative>first thoughts on $GOOG Nexus?  Too complicated for the average user.  Everyone can use the IPhone due to its simplicity. $AAPL</negative>,-2
Tue Jan 05 18:46:01 UTC 2010,GOOG,<neutral>$goog will eventually have to launch a tablet too.</neutral>,0
Tue Jan 05 18:46:59 UTC 2010,GOOG,<neutral>will it make chin-chin reservations? ;) RT @ppearlman $goog will eventually have to launch a tablet too.</neutral>,0
Tue Jan 05 18:47:31 UTC 2010,GOOG,"<positive>@zerobeta thanks for posting the ustream link.  Over 15,000 viewers and we just lost the feed.  $GOOG</positive>",2
Tue Jan 05 18:48:05 UTC 2010,"GOOG,VZ",<neutral>$VZ get the $GOOG phone</neutral>,0
Tue Jan 05 18:55:27 UTC 2010,"GOOG,VZ",<neutral>No wonder $VZ was giving away the droid and throwing in the Eris for free. Better build a bigger pipe for $GOOG.</neutral>,0
Tue Jan 05 19:04:23 UTC 2010,"AAPL,GOOG,MOT,RIMM","<neutral>$GOOG announces Nexus One. Stock prices: $GOOG down, $MOT down, $RIMM down, $AAPL up.  Go figure.</neutral>",0
Tue Jan 05 19:11:47 UTC 2010,GOOG,<negative>$GOOG dumping on new phone lol. </negative>,-2
Tue Jan 05 19:13:38 UTC 2010,GOOG,"<positive>$GOOG selling off on it&#39;s phone release.  Could get a nice rally in APPL, MOT</positive>",2
Tue Jan 05 19:23:02 UTC 2010,GOOG,<negative>$GOOG not looking good.</negative>,-2
Tue Jan 05 19:23:12 UTC 2010,"EBAY,GOOG","<positive>I think $GOOG lost a great opportunity today with the &quot;Nexus Plexus&quot;, should use $EBAY dutch auction only =$700 ea phone</positive>",3
Tue Jan 05 19:23:15 UTC 2010,GOOG,<neutral>$GOOG google live conference on ustream</neutral>,0
Tue Jan 05 19:33:49 UTC 2010,GOOG,<neutral>$$GOOG classic sell the news scenario could rally  competitors</neutral>,0
Tue Jan 05 19:37:08 UTC 2010,GOOG,<positive>I guess GOOG will not be making profit on this phone.GOOG just want their android in your phone $GOOG</positive>,2
Tue Jan 05 19:49:08 UTC 2010,"AAPL,GOOG",<neutral>I don&#39;t think Stevie J and company are sweating after that presentation.  $AAPL $GOOG</neutral>,0
Tue Jan 05 20:33:26 UTC 2010,"GOOG,VZ","<positive>$VZ gets the $GOOG phone and looks set up to run here, nice high yield portfolio position  http://chart.ly/a36n2e</positive>",1
Tue Jan 05 21:16:53 UTC 2010,"GOOG,GS",<very negative>Technicianâ€™s Edge: A Look at the Two Gs - Google $GOOG and Goldman $GS | Afraid to Trade.com Blog http://bit.ly/5HgucH #mkt $$</very negative>,-5
Tue Jan 05 21:17:54 UTC 2010,"GOOG,GS",<very negative>Technicianâ€™s Edge: A Look at the Two Gs - Google $GOOG and Goldman $GS | Afraid to Trade.com Blog http://bit.ly/5HgucH #mkt $$</very negative>,-5
Tue Jan 05 21:40:01 UTC 2010,"GOOG,RIMM,VZ","<negative>With $GOOG deal, maybe $VZ can stop pimping these &quot;Piece of Crap&quot; BBerry Storms that $RIMM is passing off as a useful device.</negative>",-1
Tue Jan 05 22:49:26 UTC 2010,"AAPL,GOOG",<negative>this $GOOG phone is a very BIG deal; this is making me a little nervous about my $AAPL position!</negative>,-3
Tue Jan 05 23:14:27 UTC 2010,GOOG,"<very positive>$GOOG Nexus One looks like a slick phone, but &quot;super phone&quot;, &quot;revolutionary&quot;, &quot;disruptive&quot; - they are about 2 yrs late for those claims $$</very positive>",4
Wed Jan 06 01:09:16 UTC 2010,"AAPL,GOOG,MOT,PALM,RIMM,VZ",<neutral>RT @firstadopter Post: Google Nexus One Impact - The Winners and Losers - http://bit.ly/5rO9nA - $GOOG $AAPL $RIMM $PALM $VZ $MOT</neutral>,0
Wed Jan 06 01:39:31 UTC 2010,"AAPL,GOOG","<negative>RT @boxerconan çµæ§‹ã‚­ãƒ„ã„äº‹æ›¸ã„ã¦ã‚‹ï¼Žï¼Žï¼ŽAnalysis: Yawn, $GOOG Introduces iPhone Clone - http://shar.es/aQaem $AAPL / That was a snoozer</negative>",-3
Wed Jan 06 07:43:28 UTC 2010,GOOG,<neutral>@ppearlman $goog will probably not call it a tablet...lol</neutral>,0
Wed Jan 06 07:51:47 UTC 2010,GOOG,"<neutral>$GOOG&#39;s took out searching, now the modern mobile systems, and next desktop pc&#39;s with web based operating systems.  625 is peanuts.</neutral>",0
Wed Jan 06 08:33:36 UTC 2010,"AAPL,GOOG",<neutral>this $GOOG phone is a game changer; watch your $AAPL positions.</neutral>,0
Wed Jan 06 08:33:49 UTC 2010,"AAPL,GOOG",<neutral>this $GOOG phone is a game changer; watch your $AAPL/$RIMM positions.</neutral>,0
